COUNTYFP,NEVER,RARELY,SOMETIMES,FREQUENTLY,ALWAYS
54079,0.087,0.048,0.088,0.184,0.593
54081,0.087,0.083,0.257,0.148,0.426
54083,0.098,0.05,0.14,0.265,0.447
54085,0.141,0.059,0.183,0.262,0.356
54087,0.082,0.024,0.191,0.21,0.493
54089,0.053,0.104,0.166,0.111,0.567
54091,0.072,0.032,0.092,0.288,0.517
54093,0.108,0.087,0.048,0.292,0.465
54095,0.083,0.056,0.137,0.272,0.452
54097,0.131,0.039,0.077,0.278,0.475
54099,0.111,0.119,0.186,0.162,0.423
54101,0.065,0.083,0.163,0.211,0.479
54103,0.051,0.067,0.081,0.279,0.521
54105,0.112,0.059,0.219,0.222,0.389
54107,0.094,0.099,0.149,0.277,0.381
54109,0.073,0.098,0.176,0.245,0.408
55001,0.163,0.189,0.227,0.213,0.208
55003,0.078,0.038,0.118,0.363,0.403
55005,0.138,0.163,0.07,0.259,0.37
55007,0.067,0.039,0.107,0.392,0.395
55009,0.069,0.053,0.184,0.208,0.486
55011,0.039,0.106,0.172,0.269,0.414
55013,0.097,0.163,0.082,0.236,0.422
55015,0.064,0.1,0.141,0.33,0.365
55017,0.059,0.098,0.184,0.246,0.414
55019,0.162,0.149,0.158,0.146,0.384
55021,0.035,0.073,0.082,0.222,0.589
55023,0.202,0.033,0.11,0.158,0.497
55025,0.017,0.02,0.092,0.23,0.641
55027,0.11,0.138,0.166,0.2,0.386
55029,0.021,0.03,0.059,0.264,0.627
55031,0.044,0.042,0.092,0.327,0.495
55033,0.062,0.076,0.179,0.266,0.417
55035,0.042,0.076,0.203,0.255,0.424
55037,0.053,0.073,0.143,0.238,0.494
55039,0.121,0.155,0.158,0.244,0.322
55041,0.085,0.053,0.162,0.215,0.484
55043,0.103,0.102,0.18,0.166,0.449
55045,0.092,0.084,0.119,0.269,0.436
55047,0.092,0.122,0.184,0.117,0.486
55049,0.065,0.077,0.092,0.333,0.433
55051,0.04,0.052,0.142,0.248,0.518
55053,0.027,0.1,0.14,0.329,0.404
55055,0.114,0.093,0.096,0.179,0.518
55057,0.113,0.124,0.18,0.232,0.352
55059,0.077,0.083,0.097,0.155,0.589
55061,0.033,0.035,0.112,0.208,0.612
55063,0.064,0.072,0.076,0.289,0.498
55065,0.056,0.098,0.197,0.253,0.396
55067,0.085,0.102,0.142,0.239,0.432
55069,0.101,0.105,0.132,0.204,0.459
55071,0.175,0.089,0.259,0.133,0.345
55073,0.123,0.136,0.165,0.236,0.34
55075,0.093,0.104,0.066,0.258,0.479
55077,0.174,0.191,0.2,0.163,0.271
55078,0.042,0.103,0.31,0.246,0.3
55079,0.053,0.067,0.119,0.264,0.497
55081,0.073,0.03,0.154,0.284,0.46
55083,0.07,0.082,0.186,0.215,0.447
55085,0.057,0.05,0.155,0.186,0.552
55087,0.085,0.124,0.135,0.302,0.353
55089,0.076,0.113,0.091,0.3,0.42
55091,0.071,0.056,0.198,0.233,0.443
55093,0.063,0.094,0.144,0.25,0.449
55095,0.081,0.113,0.154,0.253,0.399
55097,0.157,0.159,0.215,0.188,0.28
55099,0.059,0.081,0.079,0.15,0.631
55101,0.061,0.067,0.167,0.193,0.512
55103,0.312,0.074,0.055,0.116,0.443
55105,0.023,0.139,0.096,0.277,0.464
55107,0.095,0.135,0.106,0.168,0.496
55109,0.101,0.102,0.085,0.342,0.37
55111,0.063,0.163,0.113,0.193,0.468
55113,0.058,0.126,0.133,0.256,0.427
55115,0.05,0.121,0.355,0.188,0.286
55117,0.128,0.114,0.174,0.199,0.385
55119,0.201,0.165,0.09,0.12,0.424
55121,0.02,0.126,0.085,0.381,0.387
55123,0.157,0.052,0.093,0.244,0.454
55125,0.051,0.047,0.138,0.231,0.533
55127,0.116,0.146,0.137,0.191,0.41
55129,0.082,0.168,0.117,0.243,0.39
55131,0.031,0.142,0.22,0.298,0.309
55133,0.071,0.165,0.145,0.258,0.361
55135,0.076,0.069,0.206,0.143,0.506
55137,0.109,0.147,0.202,0.186,0.356
55139,0.074,0.194,0.126,0.156,0.45
55141,0.131,0.177,0.215,0.181,0.296
56001,0.136,0.1,0.151,0.181,0.432
56003,0.182,0.187,0.12,0.257,0.253
56005,0.216,0.164,0.131,0.201,0.289
56007,0.044,0.137,0.087,0.278,0.454
56009,0.138,0.113,0.121,0.293,0.335
56011,0.145,0.115,0.143,0.192,0.404
56013,0.16,0.062,0.06,0.294,0.424
56015,0.201,0.169,0.111,0.223,0.296
56017,0.208,0.093,0.068,0.307,0.324
56019,0.183,0.208,0.103,0.216,0.29
56021,0.143,0.127,0.1,0.221,0.409
56023,0.131,0.183,0.128,0.235,0.324
56025,0.1,0.084,0.094,0.325,0.398
56027,0.169,0.191,0.177,0.222,0.241
56029,0.189,0.153,0.191,0.205,0.262
56031,0.149,0.149,0.123,0.16,0.418
56033,0.17,0.251,0.099,0.203,0.278
56035,0.223,0.111,0.061,0.231,0.374
56037,0.061,0.295,0.23,0.146,0.268
56039,0.095,0.157,0.16,0.247,0.34
56041,0.098,0.278,0.154,0.207,0.264
56043,0.204,0.155,0.069,0.285,0.287
56045,0.142,0.129,0.148,0.207,0.374
