date,end_date,county,state,geoid,type,omit_from_rolling_average,omit_from_rolling_average_on_subgeographies,adjusted_daily_count_for_avg,description
2021-06-30,2021-09-19,Johnson,Nebraska,USA-31097,cases,,,0,State and county officials stopped reporting county-level data for several months.
2021-06-30,2021-09-28,Nemaha,Nebraska,USA-31127,deaths,,,0,State and local officials are no longer reporting deaths by county.
2021-06-30,2021-09-19,Nemaha,Nebraska,USA-31127,cases,,,0,State and county officials stopped reporting county-level data for several months.
2021-06-30,2021-09-28,Otoe,Nebraska,USA-31131,deaths,,,0,State and local officials are no longer reporting deaths by county.
2021-06-30,2021-09-19,Otoe,Nebraska,USA-31131,cases,,,0,State and county officials stopped reporting county-level data for several months.
2021-06-30,2021-09-28,Pawnee,Nebraska,USA-31133,deaths,,,0,State and local officials are no longer reporting deaths by county.
2021-06-30,2021-09-19,Pawnee,Nebraska,USA-31133,cases,,,0,State and county officials stopped reporting county-level data for several months.
2021-06-30,2021-09-28,Richardson,Nebraska,USA-31147,deaths,,,0,State and local officials are no longer reporting deaths by county.
2021-06-30,2021-09-19,Richardson,Nebraska,USA-31147,cases,,,0,State and county officials stopped reporting county-level data for several months.
2021-07-01,,,,USA,cases,yes,,0,California began reporting probable cases based on antigen testing.
2021-07-01,,,California,USA-06,cases,yes,,0,California began reporting probable cases based on antigen testing.
2021-07-01,,San Diego,California,USA-06073,cases,yes,,0,The Times began including probable cases in San Diego County. 
2021-07-01,,Butler,Ohio,USA-39017,cases,yes,,0,Ohio added a backlog of cases in Butler County.
2021-07-01,,Delaware,Pennsylvania,USA-42045,deaths,yes,,0,"The Times began using state data for Delaware County deaths, resulting in a one-time decrease. "
2021-07-02,,,,USA,deaths,yes,,0,"Santa Clara County, Calif., officials revised their total death toll downward after a review of records."
2021-07-02,,,California,USA-06,deaths,yes,,0,Santa Clara County removed many deaths from causes unrelated to Covid-19.
2021-07-02,,Santa Clara,California,USA-06085,deaths,yes,,0,Santa Clara County removed many deaths from causes unrelated to Covid-19.
2021-07-07,,,Iowa,USA-19,cases,yes,yes,0,"Iowa moved to a weekly update schedule and made case adjustments, resulting in increases in some counties and decreases in others."
2021-07-07,2021-07-08,Richmond city,Virginia,USA-51760,cases,yes,,0,Virginia added many cases in Richmond after removing many cases the previous week.
2021-07-08,,,,USA,cases,yes,,0,The Times added recently released probable cases in many California counties.
2021-07-08,,,California,USA-06,cases,yes,,0,"The Times began including probable cases based on antigen testing in many California counties, resulting in one-time increases."
2021-07-08,,Glenn,California,USA-06021,cases,yes,,0,California began reporting Glenn County probable cases based on antigen testing. 
2021-07-08,,Fresno,California,USA-06019,cases,yes,,0,California began reporting Fresno County probable cases based on antigen testing. 
2021-07-08,,Butte,California,USA-06007,cases,yes,,0,California began reporting Butte County probable cases based on antigen testing. 
2021-07-08,,Marin,California,USA-06041,cases,yes,,0,California began reporting Marin County probable cases based on antigen testing. 
2021-07-08,,San Bernardino,California,USA-06071,cases,yes,,0,California began reporting San Bernardino County probable cases based on antigen testing. 
2021-07-08,,Tehama,California,USA-06103,cases,yes,,0,California began reporting Tehama County probable cases based on antigen testing. 
2021-07-08,,Shasta,California,USA-06089,cases,yes,,0,California began reporting Shasta County probable cases based on antigen testing. 
2021-07-08,,Santa Cruz,California,USA-06087,cases,yes,,0,California began reporting Santa Cruz County probable cases based on antigen testing. 
2021-07-08,,Santa Barbara,California,USA-06083,cases,yes,,0,California began reporting Santa Barbara County probable cases based on antigen testing. 
2021-07-08,,El Dorado,California,USA-06017,cases,yes,,0,California began reporting El Dorado County probable cases based on antigen testing. 
2021-07-08,,Alameda,California,USA-06001,cases,yes,,0,California began reporting Alameda County probable cases based on antigen testing. 
2021-07-08,,Tulare,California,USA-06107,cases,yes,,0,California began reporting Tulare County probable cases based on antigen testing. 
2021-07-08,,San Luis Obispo,California,USA-06079,cases,yes,,0,California began reporting San Luis Obispo County probable cases based on antigen testing. 
2021-07-08,,San Mateo,California,USA-06081,cases,yes,,0,California began reporting San Mateo County probable cases based on antigen testing. 
2021-07-08,,Kings,California,USA-06031,cases,yes,,0,California began reporting Kings County probable cases based on antigen testing. 
2021-07-08,,Riverside,California,USA-06065,cases,yes,,0,California began reporting Riverside County probable cases based on antigen testing. 
2021-07-08,,Santa Clara,California,USA-06085,cases,yes,,0,California began reporting Santa Clara County probable cases based on antigen testing. 
2021-07-08,,Greene,Virginia,USA-51079,cases,yes,,0,Virginia added many cases in Greene County.
2021-07-08,,Amador,California,USA-06005,cases,yes,,0,California began reporting Amador County probable cases based on antigen testing. 
2021-07-08,,Contra Costa,California,USA-06013,cases,yes,,0,California began reporting Contra Costa County probable cases based on antigen testing. 
2021-07-08,,Humboldt,California,USA-06023,cases,yes,,0,California began reporting Humboldt County probable cases based on antigen testing. 
2021-07-08,,Imperial,California,USA-06025,cases,yes,,0,California began reporting Imperial County probable cases based on antigen testing. 
2021-07-08,,Lake,California,USA-06033,cases,,,0,California began reporting Lake County probable cases based on antigen testing. 
2021-07-08,,Madera,California,USA-06039,cases,yes,,0,California began reporting Madera County probable cases based on antigen testing. 
2021-07-08,,Monterey,California,USA-06053,cases,yes,,0,California began reporting Monterey County probable cases based on antigen testing. 
2021-07-08,,Napa,California,USA-06055,cases,yes,,0,California began reporting Napa County probable cases based on antigen testing. 
2021-07-08,,Nevada,California,USA-06057,cases,yes,,0,California began reporting Nevada County probable cases based on antigen testing. 
2021-07-08,,Placer,California,USA-06061,cases,yes,,0,California began reporting Placer County probable cases based on antigen testing. 
2021-07-08,,Sacramento,California,USA-06067,cases,yes,,0,California began reporting Sacramento County probable cases based on antigen testing. 
2021-07-08,,San Benito,California,USA-06069,cases,yes,,0,California began reporting San Benito County probable cases based on antigen testing. 
2021-07-08,,San Francisco,California,USA-06075,cases,yes,,0,California began reporting San Francisco County probable cases based on antigen testing. 
2021-07-08,,San Joaquin,California,USA-06077,cases,yes,,0,California began reporting San Joaquin County probable cases based on antigen testing. 
2021-07-08,,Sierra,California,USA-06091,cases,yes,,0,California began reporting Sierra County probable cases based on antigen testing. 
2021-07-08,,Solano,California,USA-06095,cases,yes,,0,California began reporting Solano County probable cases based on antigen testing. 
2021-07-08,,Sonoma,California,USA-06097,cases,yes,,0,California began reporting Sonoma County probable cases based on antigen testing. 
2021-07-08,,Trinity,California,USA-06105,cases,yes,,0,California began reporting Trinity County probable cases based on antigen testing. 
2021-07-08,,Tuolumne,California,USA-06109,cases,yes,,0,California began reporting Tuolumne County probable cases based on antigen testing. 
2021-07-08,,Ventura,California,USA-06111,cases,yes,,0,California began reporting Ventura County probable cases based on antigen testing. 
2021-07-08,,Yolo,California,USA-06113,cases,yes,,0,California began reporting Yolo County probable cases based on antigen testing. 
2021-07-13,,Hopkins,Texas,USA-48223,cases,yes,,0,Texas added many older cases in Hopkins County.
2021-07-13,,Midland,Texas,USA-48329,cases,yes,,0,Midland County added many cases.
2021-07-14,,,Arizona,USA-04,cases,,,0,Arizona added many cases after resolving a tehnical issue that affected case counts for the two previous days. 
2021-07-14,,Riverside,California,USA-06065,cases,yes,,0,Riverside County removed many cases.
2021-07-15,2021-07-19,Carroll,Illinois,USA-17015,cases,yes,,0,Illinois added prison cases from previous months in Carroll County.
2021-07-19,,,South Carolina,USA-45,deaths,,,0,South Carolina removed several deaths and announced that deaths will be updated weekly.
2021-07-19,,,Ohio,USA-39,cases,,,0,Ohio added cases from recent weeks after resolving a technical issue.
2021-07-19,,Mahoning,Ohio,USA-39099,cases,yes,,0,"Ohio added cases from recent weeks after resolving a technical issue, including many cases in Mahoning County."
2021-07-19,,Columbiana,Ohio,USA-39029,cases,yes,,0,"Ohio added cases from recent weeks after resolving a technical issue, including many cases in Columbiana County."
2021-07-19,,Trumbull,Ohio,USA-39155,cases,yes,,0,"Ohio added cases from recent weeks after resolving a technical issue, including many cases in Trumbull County."
2021-07-23,,,Utah,USA-49,both,,,0,"Utah did not release data because of Pioneer Day, a state holiday."
2021-07-24,,Anderson,Texas,USA-48001,cases,yes,,0,Texas removed about 30 prison cases in Anderson County.
2021-07-24,2021-09-28,Arthur,Nebraska,USA-31005,deaths,,,0,State and local officials are no longer reporting deaths by county.
2021-07-24,2021-09-19,Arthur,Nebraska,USA-31005,cases,,,0,State and county officials stopped reporting county-level data for several months.
2021-07-24,2021-09-28,Hooker,Nebraska,USA-31091,deaths,,,0,State and local officials are no longer reporting deaths by county.
2021-07-24,2021-09-19,Hooker,Nebraska,USA-31091,cases,,,0,State and county officials stopped reporting county-level data for several months.
2021-07-24,2021-09-28,Lincoln,Nebraska,USA-31111,deaths,,,0,State and local officials are no longer reporting deaths by county.
2021-07-24,2021-09-19,Lincoln,Nebraska,USA-31111,cases,,,0,State and county officials stopped reporting county-level data for several months.
2021-07-24,2021-09-28,Logan,Nebraska,USA-31113,deaths,,,0,State and local officials are no longer reporting deaths by county.
2021-07-24,2021-09-19,Logan,Nebraska,USA-31113,cases,,,0,State and county officials stopped reporting county-level data for several months.
2021-07-24,2021-09-28,McPherson,Nebraska,USA-31117,deaths,,,0,State and local officials are no longer reporting deaths by county.
2021-07-24,2021-09-19,McPherson,Nebraska,USA-31117,cases,,,0,State and county officials stopped reporting county-level data for several months.
2021-07-24,2021-09-28,Thomas,Nebraska,USA-31171,deaths,,,0,State and local officials are no longer reporting deaths by county.
2021-07-24,2021-09-19,Thomas,Nebraska,USA-31171,cases,,,0,State and county officials stopped reporting county-level data for several months.
2021-07-28,2021-09-28,Cedar,Nebraska,USA-31027,deaths,,,0,State and local officials are no longer reporting deaths by county.
2021-07-28,2021-09-19,Cedar,Nebraska,USA-31027,cases,,,0,State and county officials stopped reporting county-level data for several months.
2021-07-28,2021-09-28,Dixon,Nebraska,USA-31051,deaths,,,0,State and local officials are no longer reporting deaths by county.
2021-07-28,2021-09-19,Dixon,Nebraska,USA-31051,cases,,,0,State and county officials stopped reporting county-level data for several months.
2021-07-28,2021-09-28,Thurston,Nebraska,USA-31173,deaths,,,0,State and local officials are no longer reporting deaths by county.
2021-07-28,2021-09-19,Thurston,Nebraska,USA-31173,cases,,,0,State and county officials stopped reporting county-level data for several months.
2021-07-28,2021-09-28,Wayne,Nebraska,USA-31179,deaths,,,0,State and local officials are no longer reporting deaths by county.
2021-07-28,2021-09-19,Wayne,Nebraska,USA-31179,cases,,,0,State and county officials stopped reporting county-level data for several months.
2021-07-30,,,Alabama,USA-01,both,,,0,Alabama was unable to announce new data because of a technical issue.
2021-07-30,,,Delaware,USA-10,deaths,yes,yes,0,Delaware added 130 deaths from previous months after reviewing death certificates.
2021-07-30,,,,USA,deaths,yes,,0,Delaware added many deaths from previous months.
2021-07-30,2021-08-09,Webb,Texas,USA-48479,cases,,,0,State and local officials did not regularly report data for Webb County.
2021-07-31,2021-09-28,Banner,Nebraska,USA-31007,deaths,,,0,State and local officials are no longer reporting deaths by county.
2021-07-31,2021-09-19,Banner,Nebraska,USA-31007,cases,,,0,State and county officials stopped reporting county-level data for several months.
2021-07-31,2021-09-28,Box Butte,Nebraska,USA-31013,deaths,,,0,State and local officials are no longer reporting deaths by county.
2021-07-31,2021-09-19,Box Butte,Nebraska,USA-31013,cases,,,0,State and county officials stopped reporting county-level data for several months.
2021-07-31,2021-09-28,Cheyenne,Nebraska,USA-31033,deaths,,,0,State and local officials are no longer reporting deaths by county.
2021-07-31,2021-09-19,Cheyenne,Nebraska,USA-31033,cases,,,0,State and county officials stopped reporting county-level data for several months.
2021-07-31,,Dawes,Nebraska,USA-31045,deaths,,,0,State and local officials are no longer reporting deaths by county.
2021-07-31,2021-09-19,Dawes,Nebraska,USA-31045,cases,,,0,State and county officials stopped reporting county-level data for several months.
2021-07-31,2021-09-28,Deuel,Nebraska,USA-31049,deaths,,,0,State and local officials are no longer reporting deaths by county.
2021-07-31,2021-09-19,Deuel,Nebraska,USA-31049,cases,,,0,State and county officials stopped reporting county-level data for several months.
2021-07-31,2021-09-28,Garden,Nebraska,USA-31069,deaths,,,0,State and local officials are no longer reporting deaths by county.
2021-07-31,2021-09-19,Garden,Nebraska,USA-31069,cases,,,0,State and county officials stopped reporting county-level data for several months.
2021-07-31,2021-09-28,Grant,Nebraska,USA-31075,deaths,,,0,State and local officials are no longer reporting deaths by county.
2021-07-31,2021-09-19,Grant,Nebraska,USA-31075,cases,,,0,State and county officials stopped reporting county-level data for several months.
2021-07-31,2021-09-28,Kimball,Nebraska,USA-31105,deaths,,,0,State and local officials are no longer reporting deaths by county.
